Datetime,Open,High,Low,Close,Volume,Close_prev,DayRangePrev,RelDayRange,TimeFilterLong,Trigger1Long,Trigger2Long,Trigger3Long,LongSignal,TimeFilterShort,Trigger1Short,Trigger2Short,Trigger3Short,ShortSignal,Position,TradeEntryPrice,TradeExitPrice,TradePnL,date
2023-11-15 09:30:00,3190.5,3190.5,3190.5,3190.5,1,3202.0,83.5,0.026171446481742675,True,True,True,False,0,True,True,False,True,0,-1,,3190.5,13.412765,2023-11-15
2023-12-07 11:20:00,3058.0,3062.0,3053.5,3054.0,74,3070.0,88.5,0.028978388998035363,True,True,True,False,0,True,True,False,True,0,-1,,3054.0,17.458495,2023-12-07
2023-12-12 10:20:00,3036.0,3041.0,3034.5,3037.0,92,3028.5,71.5,0.023542970036219954,True,True,False,True,0,True,True,True,False,0,1,,3037.0,7.9689499999999995,2023-12-12
2023-12-12 14:00:00,3025.5,3034.5,3022.0,3034.5,257,3028.5,71.5,0.023562366122919755,False,True,False,True,0,False,True,True,False,0,1,,3034.5,7.9698,2023-12-12
2023-12-15 09:10:00,2999.5,3007.5,2999.5,3003.0,30,2991.0,90.0,0.029970029970029972,True,True,False,True,0,True,True,True,False,0,1,,3003.0,11.481105,2023-12-15
2023-12-18 10:20:00,3069.5,3082.0,3068.5,3082.0,521,3061.0,104.5,0.03390655418559377,True,True,False,True,0,True,True,True,False,0,1,,3082.0,21.95603,2023-12-18
2024-01-09 23:40:00,3164.0,3164.0,3156.0,3162.5,30,3157.0,92.5,0.02924901185770751,False,True,False,True,0,False,True,True,True,0,-1,,3162.5,-6.0744,2024-01-09
2024-02-21 12:10:00,3173.5,3174.0,3160.0,3160.0,926,3174.5,74.0,0.02341772151898734,False,True,True,False,0,False,True,False,True,0,-1,,3160.0,17.422455,2024-02-21
2024-02-22 23:40:00,3161.5,3161.5,3161.0,3161.0,51,3151.5,79.5,0.025150268902246125,False,True,False,True,0,False,True,True,False,0,-1,,3161.0,-9.07338,2024-02-22
2024-03-19 17:10:00,3291.5,3291.5,3283.0,3286.0,708,3300.5,71.0,0.021606816798539256,False,False,True,False,0,False,True,False,True,0,-1,,3286.0,14.88004,2024-03-19
2024-03-25 13:10:00,3244.5,3244.5,3228.0,3235.5,797,3246.0,75.5,0.023334878689537937,False,True,True,False,0,False,True,False,True,0,-1,,3235.5,12.397635,2024-03-25
2024-03-26 14:10:00,3280.0,3280.5,3277.0,3277.0,172,3288.0,60.0,0.0183094293561184,False,False,True,False,0,False,True,False,True,0,-1,,3277.0,10.88378,2024-03-26
2024-05-21 10:40:00,3453.5,3453.5,3437.0,3438.5,853,3458.0,79.5,0.023120546750036355,True,True,True,False,0,True,True,False,True,0,-1,,3438.5,22.82683,2024-05-21
2024-05-29 10:20:00,3301.5,3302.0,3291.5,3295.5,914,3310.5,70.0,0.021241086329843728,True,False,True,False,0,True,True,False,True,0,-1,,3295.5,14.876809999999999,2024-05-29
2024-05-29 12:20:00,3306.5,3307.0,3300.0,3300.0,125,3310.5,70.0,0.021212121212121213,False,False,True,False,0,False,True,False,True,0,-1,,3300.0,11.375875,2024-05-29
2024-05-31 10:10:00,3256.0,3268.0,3249.0,3268.0,981,3260.0,95.5,0.029222766217870257,True,True,False,True,0,True,True,True,False,0,1,,3268.0,10.89092,2024-05-31
2024-05-31 13:00:00,3250.0,3250.0,3245.0,3248.0,322,3260.0,95.5,0.02940270935960591,False,True,True,False,0,False,True,False,True,0,-1,,3248.0,15.392875,2024-05-31
2024-06-03 10:10:00,3203.5,3215.5,3202.0,3215.0,1793,3205.0,96.5,0.030015552099533438,True,True,False,True,0,True,True,True,False,0,1,,3215.0,11.90911,2024-06-03
2024-06-03 10:40:00,3200.5,3203.0,3190.0,3190.5,874,3205.0,96.5,0.03024604293997806,True,True,True,False,0,True,True,False,True,0,-1,,3190.5,18.91183,2024-06-03
2024-06-04 09:40:00,3148.0,3150.0,3142.5,3144.0,296,3165.5,137.5,0.04373409669211196,True,True,True,False,0,True,True,False,True,0,-1,,3144.0,24.426705,2024-06-04
2024-06-04 11:00:00,3158.5,3162.5,3143.5,3144.0,1349,3165.5,137.5,0.04373409669211196,True,True,True,False,0,True,True,False,True,0,-1,,3144.0,27.426195,2024-06-04
2024-06-05 15:30:00,3205.5,3206.5,3196.0,3200.0,3549,3216.5,80.5,0.02515625,False,True,True,False,0,False,True,False,True,0,-1,,3200.0,15.90911,2024-06-05
2024-06-11 13:30:00,3165.5,3166.5,3160.0,3160.0,1296,3177.5,102.5,0.03243670886075949,False,True,True,False,0,False,True,False,True,0,-1,,3160.0,20.92186,2024-06-11
2024-06-17 11:20:00,3212.0,3212.0,3201.0,3202.0,882,3217.0,62.5,0.019519050593379137,True,False,True,False,0,True,True,False,True,0,-1,,3202.0,16.90826,2024-06-17
2024-06-19 10:00:00,3108.0,3110.0,3065.5,3070.0,2520,3105.0,86.0,0.028013029315960912,True,True,True,False,0,True,True,False,True,0,-1,,3070.0,36.449825,2024-06-19
2024-06-19 11:50:00,3097.0,3097.0,3084.0,3084.0,1106,3105.0,86.0,0.027885862516212712,True,True,True,False,0,True,True,False,True,0,-1,,3084.0,23.94719,2024-06-19
2024-06-20 10:00:00,3045.0,3072.5,3041.0,3061.5,1754,3046.0,93.0,0.030377266046055854,True,True,False,True,0,True,True,True,False,0,1,,3061.5,15.461895,2024-06-20
2024-06-21 11:00:00,3125.5,3129.0,3117.0,3118.5,765,3147.5,149.0,0.047779381112714445,True,False,True,False,0,True,True,False,True,0,-1,,3118.5,30.434355,2024-06-21
2024-06-24 13:00:00,3107.5,3108.0,3100.0,3100.0,407,3113.0,80.0,0.025806451612903226,False,True,True,False,0,False,True,False,True,0,-1,,3100.0,14.443365,2024-06-24
2024-06-26 23:40:00,3160.0,3161.5,3157.0,3157.0,78,3136.5,60.0,0.019005384859043396,False,False,False,True,0,False,True,True,False,0,-1,,3157.0,-20.570065,2024-06-26
2024-07-05 11:00:00,3125.0,3125.0,3114.0,3115.5,1182,3129.0,75.0,0.02407318247472316,True,True,True,False,0,True,True,False,True,0,-1,,3115.5,14.93801,2024-07-05
2024-07-15 13:00:00,2958.5,2962.5,2955.5,2955.5,430,2991.0,67.5,0.02283877516494671,False,True,True,False,0,False,True,False,True,0,1,,2955.5,-34.01048,2024-07-15
2024-07-16 11:10:00,2915.5,2919.0,2903.5,2903.5,850,2923.0,87.5,0.030136042707077666,True,True,True,False,0,True,True,False,True,0,-1,,2903.5,20.509155,2024-07-16
2024-07-17 11:40:00,2968.0,2978.0,2968.0,2976.0,1787,2965.0,93.0,0.03125,True,True,False,True,0,True,True,True,False,0,1,,2976.0,13.99071,2024-07-17
2024-07-19 10:50:00,2987.0,2988.5,2977.5,2981.5,1361,2997.0,84.0,0.02817373805131645,True,True,True,False,0,True,True,False,True,0,-1,,2981.5,15.483485,2024-07-19
2024-07-25 23:40:00,3034.5,3035.0,3034.0,3035.0,137,3043.5,70.0,0.023064250411861616,False,True,True,False,0,False,True,False,True,0,1,,3035.0,-9.03326,2024-07-25
2024-07-30 10:30:00,2913.0,2926.5,2907.0,2925.0,1798,2915.0,71.0,0.024273504273504273,True,True,False,True,0,True,True,True,False,0,1,,2925.0,9.507285,2024-07-30
2024-07-31 10:40:00,2948.5,2952.0,2945.5,2946.5,198,2955.0,60.0,0.020363142711691838,True,False,True,False,0,True,True,False,True,0,-1,,2946.5,9.496405,2024-07-31
2024-07-31 12:30:00,2950.0,2950.0,2937.0,2941.0,2003,2955.0,60.0,0.020401224073444406,False,False,True,False,0,False,True,False,True,0,-1,,2941.0,13.497595,2024-07-31
2024-08-08 16:40:00,2862.0,2863.0,2859.5,2859.5,336,2873.0,84.0,0.02937576499388005,False,True,True,False,0,False,True,False,True,0,-1,,2859.5,14.02522,2024-08-08
2024-08-15 11:50:00,2857.0,2857.5,2848.5,2850.5,1042,2863.0,54.0,0.018944044904402737,True,False,True,False,0,True,True,False,True,0,-1,,2850.5,13.02845,2024-08-15
2024-08-20 13:00:00,2787.0,2795.0,2786.5,2792.0,2792,2781.5,62.5,0.02238538681948424,False,True,False,True,0,False,True,True,False,0,1,,2792.0,11.05276,2024-08-20
2024-08-23 10:10:00,2715.5,2717.0,2704.0,2708.0,4697,2726.0,78.5,0.028988183161004433,True,True,True,False,0,True,True,False,True,0,-1,,2708.0,18.07605,2024-08-23
2024-08-27 11:10:00,2785.5,2785.5,2772.5,2774.0,1535,2789.5,73.0,0.02631578947368421,True,True,True,False,0,True,True,False,True,0,-1,,2774.0,15.05412,2024-08-27
2024-08-28 13:00:00,2701.0,2701.5,2696.0,2697.0,2799,2738.0,80.0,0.029662588060808306,False,True,True,False,0,False,True,False,True,0,1,,2697.0,-41.423865,2024-08-28
2024-08-29 11:10:00,2722.5,2724.0,2714.5,2724.0,1371,2717.0,67.5,0.02477973568281938,True,True,False,True,0,True,True,True,False,0,1,,2724.0,7.575285,2024-08-29
2024-08-29 12:20:00,2712.5,2713.0,2702.0,2702.0,2638,2717.0,67.5,0.024981495188749075,False,True,True,False,0,False,True,False,True,0,-1,,2702.0,16.07843,2024-08-29
2024-08-30 10:00:00,2728.0,2730.0,2715.0,2717.0,4016,2725.5,53.0,0.01950680898049319,True,False,True,False,0,True,True,False,True,0,-1,,2717.0,10.074349999999999,2024-08-30
2024-09-03 11:20:00,2543.5,2560.0,2538.5,2560.0,6513,2547.0,110.0,0.04296875,True,True,False,True,0,True,True,True,False,0,1,,2560.0,14.632235,2024-09-03
2024-09-04 15:10:00,2587.5,2596.5,2587.0,2593.0,2296,2547.0,90.5,0.034901658310836865,False,True,False,True,0,False,True,True,False,0,-1,,2593.0,-46.373885,2024-09-04
2024-09-05 12:10:00,2631.0,2636.0,2629.0,2635.5,3177,2626.0,89.0,0.03376968317207361,False,True,False,True,0,False,True,True,False,0,1,,2635.5,12.606225,2024-09-05
2024-09-06 12:00:00,2617.0,2617.0,2606.5,2610.5,4333,2620.0,53.0,0.020302624018387283,False,False,True,False,0,False,True,False,True,0,-1,,2610.5,9.610645,2024-09-06
2024-09-10 10:00:00,2726.0,2728.5,2707.0,2707.5,15877,2723.5,79.0,0.029178208679593722,True,True,True,False,0,True,True,False,True,0,-1,,2707.5,16.576475,2024-09-10
2024-09-10 10:50:00,2715.0,2722.5,2708.5,2709.5,4811,2723.5,79.0,0.029156670972504153,True,True,True,False,0,True,True,False,True,0,-1,,2709.5,14.07622,2024-09-10
2024-09-12 10:40:00,2640.0,2642.0,2631.5,2632.5,2650,2644.0,59.5,0.022602089268755936,True,True,True,False,0,True,True,False,True,0,-1,,2632.5,11.602825,2024-09-12
2024-09-17 10:20:00,2753.5,2767.5,2753.5,2762.0,8460,2753.0,72.0,0.02606806661839247,True,True,False,True,0,True,True,True,False,0,1,,2762.0,8.562535,2024-09-17
2024-09-17 17:30:00,2758.5,2770.5,2758.5,2770.0,5393,2753.0,72.0,0.025992779783393503,False,True,False,True,0,False,True,True,False,0,1,,2770.0,17.06126,2024-09-17
2024-09-25 10:10:00,2869.5,2870.0,2862.5,2863.5,3938,2877.5,61.5,0.021477213200628602,True,False,True,False,0,True,True,False,True,0,-1,,2863.5,13.523945,2024-09-25
2024-09-26 12:10:00,2834.0,2843.5,2834.0,2841.0,4257,2832.0,69.0,0.024287222808870117,False,True,False,True,0,False,True,True,False,0,1,,2841.0,11.0361,2024-09-26
2024-10-01 10:50:00,2828.5,2828.5,2817.5,2817.5,3227,2832.0,63.0,0.02236024844720497,True,True,True,False,0,True,True,False,True,0,-1,,2817.5,16.539075,2024-10-01
2024-10-03 16:40:00,2777.0,2794.0,2777.0,2789.5,9106,2771.5,83.5,0.029933679870944613,False,True,False,True,0,False,True,True,False,0,1,,2789.5,19.05497,2024-10-03
2024-10-04 23:40:00,2804.0,2807.5,2804.0,2806.0,217,2801.5,63.5,0.02263007840342124,False,True,False,True,0,False,True,True,False,0,-1,,2806.0,-2.9537,2024-10-04
2024-10-15 23:40:00,2807.5,2808.0,2806.0,2807.5,76,2781.0,65.5,0.023330365093499554,False,True,False,True,0,False,True,True,False,0,-1,,2807.5,-25.450385,2024-10-15
2024-10-29 10:10:00,2580.0,2595.5,2580.0,2592.5,7184,2583.5,95.5,0.03683702989392478,True,True,False,True,0,True,True,True,False,0,1,,2592.5,12.12076,2024-10-29
2024-10-29 14:40:00,2588.5,2598.5,2588.5,2593.5,2030,2583.5,95.5,0.03682282629651051,False,True,False,True,0,False,True,True,False,0,1,,2593.5,10.620165,2024-10-29
2024-10-30 14:50:00,2608.5,2610.5,2597.5,2599.5,4598,2611.5,64.0,0.024620119253702635,False,True,True,False,0,False,True,False,True,0,-1,,2599.5,11.614045,2024-10-30
2024-10-31 12:10:00,2574.5,2575.0,2564.0,2569.0,7200,2580.0,54.0,0.021019852082522383,False,False,True,False,0,False,True,False,True,0,-1,,2569.0,11.1245,2024-10-31
2024-11-08 13:10:00,2729.5,2729.5,2715.0,2719.0,10564,2738.5,103.0,0.03788157410812799,False,True,True,False,0,False,True,False,True,0,-1,,2719.0,24.07129,2024-11-08
2024-11-11 15:20:00,2774.0,2775.0,2767.5,2769.0,2835,2780.0,65.0,0.023474178403755867,False,True,True,False,0,False,True,False,True,0,-1,,2769.0,13.556075,2024-11-11
2024-11-14 17:30:00,2715.0,2717.0,2707.5,2708.0,4318,2720.0,58.0,0.02141802067946824,False,False,True,False,0,False,True,False,True,0,-1,,2708.0,11.577155,2024-11-14
2024-11-19 11:10:00,2703.5,2705.0,2695.0,2698.0,5353,2708.5,53.5,0.0198295033358043,True,False,True,False,0,True,True,False,True,0,-1,,2698.0,11.08064,2024-11-19
2024-11-20 16:40:00,2632.0,2634.5,2620.5,2621.0,8678,2641.5,93.0,0.035482640213658906,False,True,True,False,0,False,True,False,True,0,-1,,2621.0,21.10512,2024-11-20
2024-11-21 11:20:00,2590.5,2594.0,2584.5,2585.0,3712,2598.5,97.0,0.037524177949709865,True,True,True,False,0,True,True,False,True,0,-1,,2585.0,16.618125,2024-11-21
2024-11-22 10:10:00,2620.5,2623.5,2613.0,2618.5,8837,2630.0,75.0,0.028642352491884668,True,True,True,False,0,True,True,False,True,0,-1,,2618.5,13.607245,2024-11-22
2024-11-26 11:00:00,2524.0,2537.5,2519.5,2535.5,5519,2518.5,88.0,0.03470715835140998,True,True,False,True,0,True,True,True,False,0,1,,2535.5,17.641075,2024-11-26
2024-11-27 10:10:00,2470.5,2471.5,2451.0,2454.0,15361,2476.5,92.5,0.03769356153219234,True,True,True,False,0,True,True,False,True,0,-1,,2454.0,25.16122,2024-11-27
2024-11-28 14:40:00,2523.0,2525.0,2506.0,2509.0,8448,2536.5,115.0,0.04583499402152252,False,False,True,False,0,False,True,False,True,0,-1,,2509.0,28.641925,2024-11-28
2024-11-29 11:20:00,2560.5,2574.0,2560.5,2572.5,13245,2554.5,62.5,0.024295432458697766,True,True,False,True,0,True,True,True,False,0,1,,2572.5,17.628495,2024-11-29
2024-12-04 11:20:00,2537.5,2546.5,2537.0,2545.0,2920,2538.0,67.5,0.026522593320235755,True,True,False,True,0,True,True,True,False,0,1,,2545.0,8.13623,2024-12-04
2024-12-05 15:30:00,2453.5,2457.0,2448.0,2448.5,2667,2467.0,100.5,0.041045538084541554,False,True,True,False,0,False,True,False,True,0,-1,,2448.5,19.664025,2024-12-05
2024-12-06 10:20:00,2528.0,2530.0,2522.0,2523.0,5175,2538.0,103.5,0.04102259215219976,True,True,True,False,0,True,True,False,True,0,-1,,2523.0,19.13878,2024-12-06
2024-12-06 12:10:00,2523.5,2527.0,2516.5,2518.5,5474,2538.0,103.5,0.0410958904109589,False,True,True,False,0,False,True,False,True,0,-1,,2518.5,19.640225,2024-12-06
2024-12-12 13:20:00,2532.0,2532.5,2528.0,2528.0,2774,2538.5,47.0,0.018591772151898733,False,False,True,False,0,False,True,False,True,0,-1,,2528.0,11.13844,2024-12-12
2024-12-18 11:10:00,2392.5,2394.5,2389.0,2391.0,11624,2398.5,53.5,0.022375575073191132,True,True,True,False,0,True,True,False,True,0,-1,,2391.0,9.685275,2024-12-18
2024-12-19 17:40:00,2435.0,2435.5,2427.0,2428.0,7786,2439.5,62.5,0.025741350906095552,False,True,True,False,0,False,True,False,True,0,-1,,2428.0,11.17244,2024-12-19
2024-12-20 13:30:00,2455.0,2598.0,2455.0,2563.5,138919,2440.0,59.0,0.02301540862102594,False,True,False,True,0,False,True,True,False,0,-1,,2563.5,-122.85085,2024-12-20
2024-12-24 23:40:00,2688.5,2690.0,2688.0,2690.0,1078,2721.5,99.5,0.036988847583643125,False,True,True,False,0,False,True,False,True,0,1,,2690.0,-31.91987,2024-12-24
2024-12-26 23:40:00,2758.0,2758.0,2754.0,2757.5,856,2757.0,97.0,0.035176790571169535,False,True,False,True,0,False,True,True,True,0,-1,,2757.5,1.0621099999999999,2024-12-26
2025-01-03 10:00:00,2907.5,2912.0,2869.5,2873.0,29246,2905.0,94.5,0.03289244691959624,True,True,True,False,0,True,True,False,True,0,-1,,2873.0,33.0174,2025-01-03
2025-01-10 11:20:00,2764.0,2768.5,2754.0,2760.0,16190,2772.5,97.5,0.035326086956521736,True,True,True,False,0,True,True,False,True,0,-1,,2760.0,16.05871,2025-01-10
2025-01-16 10:20:00,2904.0,2906.5,2898.0,2900.5,13887,2909.5,68.5,0.023616617824513016,True,True,True,False,0,True,True,False,True,0,-1,,2900.5,11.01179,2025-01-16
2025-01-16 11:30:00,2913.5,2921.0,2913.0,2920.0,12323,2909.5,68.5,0.023458904109589042,True,True,False,True,0,True,True,True,False,0,1,,2920.0,12.009409999999999,2025-01-16
2025-01-21 14:20:00,2911.0,2912.0,2901.0,2901.5,10735,2915.0,83.5,0.028778218163019127,False,True,True,False,0,False,True,False,True,0,-1,,2901.5,15.510685,2025-01-21
2025-01-23 11:30:00,2944.0,2944.5,2932.5,2932.5,7836,2942.0,58.0,0.019778346121057118,True,False,True,False,0,True,True,False,True,0,-1,,2932.5,9.501165,2025-01-23
2025-01-28 09:30:00,2896.0,2902.5,2896.0,2901.5,5699,2890.5,79.5,0.02739962088574875,True,True,False,True,0,True,True,True,False,0,1,,2901.5,13.515955,2025-01-28
2025-01-28 12:00:00,2888.0,2888.0,2874.5,2876.5,18064,2890.5,79.5,0.027637754215192073,False,True,True,False,0,False,True,False,True,0,-1,,2876.5,14.519355,2025-01-28
2025-01-29 23:40:00,2941.5,2943.5,2941.5,2943.0,700,2936.0,74.5,0.025314305130818893,False,True,False,True,0,False,True,True,False,0,-1,,2943.0,-6.499685,2025-01-29
2025-02-06 23:40:00,2977.0,2978.0,2976.0,2976.0,802,2959.0,70.0,0.023521505376344086,False,True,False,True,0,False,True,True,False,0,-1,,2976.0,-15.00946,2025-02-06
2025-02-14 09:20:00,3275.0,3294.5,3275.0,3282.5,12888,3267.0,120.5,0.03670982482863671,True,True,False,True,0,True,True,True,False,0,1,,3282.5,15.88684,2025-02-14
2025-02-14 13:30:00,3285.5,3286.0,3219.5,3243.0,131655,3267.0,120.5,0.03715695343817453,False,True,True,False,0,False,True,False,True,0,-1,,3243.0,29.89211,2025-02-14
2025-02-19 11:10:00,3245.5,3247.5,3230.5,3235.0,32884,3260.0,125.5,0.03879443585780525,True,True,True,False,0,True,True,False,True,0,-1,,3235.0,28.395085,2025-02-19
2025-02-20 11:00:00,3296.5,3300.0,3293.0,3295.5,4690,3310.0,99.5,0.030192686997420726,True,True,True,False,0,True,True,False,True,0,-1,,3295.5,15.87664,2025-02-20
